,epoch,loss,auc,val_loss,val_auc
87,88.0,0.022680284269154073,1.0,0.8403826132416725,0.6521875
88,89.0,0.02042784821242094,1.0,0.8635002076625824,0.6531249999999998
89,90.0,0.020910322666168213,1.0,0.8916096016764641,0.6549999999999999
90,91.0,0.018546329252421855,1.0,0.9444777220487595,0.653125
91,92.0,0.01960245557129383,1.0,0.902997337281704,0.6496874999999999
92,93.0,0.019907251186668872,1.0,0.956656239926815,0.651875
93,94.0,0.016331144049763678,1.0,0.8824027106165886,0.6509375000000001
94,95.0,0.017145552299916746,1.0,0.9320542514324188,0.653125
95,96.0,0.01825532950460911,1.0,0.8736733049154282,0.650625
96,97.0,0.013374910689890385,1.0,0.8548566028475761,0.65
97,98.0,0.015029658190906047,1.0,0.8938806280493736,0.65
98,99.0,0.015926843415945767,1.0,0.8855602890253067,0.6525
99,100.0,0.012310910318046809,1.0,0.9030332714319229,0.6515625
100,101.0,0.013853732310235501,1.0,0.9210276231169701,0.65125
101,102.0,0.012416824325919151,1.0,0.9811250790953636,0.6531249999999998
102,103.0,0.012416108231991529,1.0,0.8596782013773918,0.6515624999999999
103,104.0,0.014025787264108658,1.0,0.8884314820170403,0.6531250000000001
104,105.0,0.013124680053442717,1.0,0.9682254791259766,0.6515625
105,106.0,0.012671652296558023,1.0,0.9457236006855965,0.6506249999999999
106,107.0,0.012974043004214763,1.0,0.9511744678020477,0.6515625
107,108.0,0.010638386989012361,1.0,0.9526607245206833,0.6524999999999999
108,109.0,0.011157642863690854,1.0,0.9467835798859596,0.6528124999999999
109,110.0,0.010841358918696642,1.0,0.9004227072000504,0.6521874999999999
110,111.0,0.011627222551032901,1.0,0.9866811484098434,0.6496875
111,112.0,0.009056408470496536,1.0,0.9625222682952881,0.651875
112,113.0,0.009417104860767722,1.0,0.9273261576890945,0.6509375
113,114.0,0.008754873275756836,1.0,0.947722539305687,0.6531250000000001
114,115.0,0.009014851227402688,1.0,0.9401571676135063,0.6509375
115,116.0,0.00935389855876565,1.0,1.0359572395682335,0.6521875
116,117.0,0.008843958703801036,1.0,0.925950825214386,0.6534375
117,118.0,0.009111416013911366,1.0,0.9486721977591515,0.6528124999999999
118,119.0,0.0082929409109056,1.0,1.0008345246315002,0.650625
119,120.0,0.00962984999641776,1.0,0.8576628640294075,0.6499999999999999
120,121.0,0.00727332504466176,1.0,0.9942189157009125,0.65125
121,122.0,0.00712876976467669,1.0,1.0065583437681198,0.6512500000000001
122,123.0,0.00895860712043941,1.0,0.9567869752645493,0.65
123,124.0,0.007921747490763664,1.0,0.952071338891983,0.650625
124,125.0,0.00647348165512085,1.0,0.9710327684879303,0.6503125
125,126.0,0.0075510104419663545,1.0,0.9924933835864067,0.6509375
126,127.0,0.006713846931234002,1.0,0.9707724899053574,0.6509375
127,128.0,0.007123713055625558,1.0,0.950454518198967,0.6503125000000001
128,129.0,0.006302786082960666,1.0,0.962852381169796,0.6496875
129,130.0,0.008010067557916046,1.0,1.0090265572071075,0.6493749999999999
130,131.0,0.007245637709274888,1.0,0.9743689447641373,0.648125
131,132.0,0.0063279395457357165,1.0,0.9781083166599274,0.6503125
132,133.0,0.006497986940667033,1.0,0.9433394819498062,0.6506250000000001
133,134.0,0.005970511515624821,1.0,0.9861110970377922,0.6503125
134,135.0,0.006341654458083212,1.0,1.0399767309427261,0.6499999999999999
135,136.0,0.005961444135755301,1.0,0.9735131040215492,0.6509375000000002
136,137.0,0.00626414492726326,1.0,0.9677926748991013,0.6515624999999999
137,138.0,0.005932343634776771,1.0,0.9855116233229637,0.650625
138,139.0,0.005067859892733395,1.0,0.9999754130840302,0.6521875
139,140.0,0.0054076306987553835,1.0,0.9578435495495796,0.6512499999999999
140,141.0,0.005233418429270387,1.0,0.9893534779548645,0.6515625
141,142.0,0.005449193948879838,1.0,1.0309855937957764,0.6521874999999999
142,143.0,0.006753401830792427,1.0,1.0253109708428383,0.6528125
143,144.0,0.006206641392782331,1.0,1.0090907141566277,0.6512500000000001
144,145.0,0.005155506916344166,1.0,0.991893969476223,0.650625
145,146.0,0.005192728340625763,1.0,1.0185672268271446,0.6500000000000001
146,147.0,0.005149071081541478,1.0,1.015397697687149,0.6487499999999999
147,148.0,0.004504345380701125,1.0,0.991198442876339,0.6496875
148,149.0,0.004007423692382872,1.0,0.9750026986002922,0.6496874999999999
149,150.0,0.005282844044268131,1.0,1.0342778638005257,0.6509374999999998
150,151.0,0.00420013174880296,1.0,1.0113912373781204,0.6506250000000001
151,152.0,0.0050700647756457325,1.0,1.0043390393257141,0.6487499999999999
152,153.0,0.004881155351176858,1.0,1.004182405769825,0.6496875
153,154.0,0.005094178789295256,1.0,1.024289846420288,0.6506250000000001
154,155.0,0.004106468660756946,1.0,1.0532822906970978,0.65125
155,156.0,0.004499714751727879,1.0,0.9973452314734459,0.6509375000000001
156,157.0,0.003795952396467328,1.0,1.0272498577833176,0.6509375000000001
157,158.0,0.00425639683380723,1.0,1.05862358212471,0.6509375
158,159.0,0.003814567322842777,1.0,1.0052569136023521,0.6503125000000001
159,160.0,0.004265532572753727,1.0,1.0416811853647232,0.6503125
160,161.0,0.003884884319268167,1.0,1.0427986085414886,0.6503125
161,162.0,0.0035605762852355836,1.0,1.017568588256836,0.6496874999999999
162,163.0,0.00448324279859662,1.0,1.0211789831519127,0.649375
163,164.0,0.0036292906617745755,1.0,1.0150525122880936,0.6503125
164,165.0,0.0035179884405806662,1.0,1.0362572595477104,0.6503125
165,166.0,0.00398439394775778,1.0,0.9723492339253426,0.650625
166,167.0,0.004040590114891529,1.0,1.0305663347244263,0.6512500000000001
167,168.0,0.0036837798077613117,1.0,1.0366556197404861,0.650625
168,169.0,0.003557053371332586,1.0,1.0524494051933289,0.65
169,170.0,0.003385714709293097,1.0,1.0648994967341423,0.6493749999999999
170,171.0,0.004268491361290217,1.0,1.0277816280722618,0.6490625000000001
171,172.0,0.00343831597128883,1.0,1.0423526912927628,0.649375
172,173.0,0.003163656173273921,1.0,1.0282377824187279,0.6484375000000001
173,174.0,0.0038367243949323894,1.0,1.067467138171196,0.6496875
174,175.0,0.0040467268554493785,1.0,1.0219845548272133,0.649375
175,176.0,0.003477309178560972,1.0,1.03182103484869,0.6484375
176,177.0,0.002942236443050206,1.0,1.0158632025122643,0.649375
177,178.0,0.003069871640764177,1.0,1.065560169517994,0.649375
178,179.0,0.00300151725532487,1.0,1.0519390553236008,0.649375
179,180.0,0.0028622254612855613,1.0,1.0742577612400055,0.6487499999999999
180,181.0,0.0036853102734312414,1.0,1.0184625685214996,0.6490625
181,182.0,0.0031908258562907575,1.0,1.0446757152676582,0.6490625000000001
182,183.0,0.002935806615278125,1.0,1.0013408660888672,0.6487499999999999
183,184.0,0.0032337384298443796,1.0,1.0453063771128654,0.6496875
184,185.0,0.003387281368486583,1.0,1.08128722012043,0.6493750000000001
185,186.0,0.003184051648713648,1.0,1.0286766663193703,0.6496875
186,187.0,0.002582963090389967,1.0,1.050939254462719,0.65
187,188.0,0.0029796933755278586,1.0,1.0149974450469017,0.649375
188,189.0,0.0027973190532065927,1.0,1.0777092427015305,0.6484375
189,190.0,0.0027588509838096797,1.0,1.0554829761385918,0.6490625
190,191.0,0.003056644438765943,1.0,1.0660710856318474,0.6490625
191,192.0,0.0029234323650598527,1.0,1.0413446426391602,0.65
192,193.0,0.0028856277465820314,1.0,1.0541096925735474,0.6484375
193,194.0,0.002545037667732686,1.0,1.0643080994486809,0.6490625000000001
194,195.0,0.002371017204131931,1.0,1.070631481707096,0.6496875000000001
195,196.0,0.0027126288623549044,1.0,1.0386907458305359,0.6499999999999999
196,197.0,0.0046120435348711904,1.0,1.0920863524079323,0.6468750000000001
197,198.0,0.0031165115768089892,1.0,1.113873265683651,0.6490625000000001
198,199.0,0.0028480519074946644,1.0,1.0752588212490082,0.649375
199,200.0,0.002718871016986668,1.0,1.0731804817914963,0.6490625000000001
